No.,Feature1,Feature2,Feature3,Feature4,Feature5,Expected Output
12,0.956363636,0.986666667,0.761330131,0.174088014,0.2488832,0.813603107
12,0.956363636,0.986666667,0.821480335,0.18624971,0.281636907,0.831386944
12,0.956363636,0.986666667,0.701959997,0.157585374,0.292592075,0.831476921
12,0.956363636,0.986666667,0.617807183,0.135798086,0.344756871,0.805405683
12,0.956363636,0.986666667,0.811941919,0.180841447,0.358066064,0.793730439
12,0.956363636,0.986666667,0.727656686,0.162582695,0.330998873,0.787343489
12,0.956363636,0.986666667,0.713027551,0.157464522,0.379726428,0.805760681
12,0.956363636,0.986666667,0.592769341,0.128663524,0.343009341,0.811057341
12,0.956363636,0.986666667,0.658724962,0.147492264,0.335301788,0.805227822
12,0.956363636,0.986666667,0.587399937,0.134989139,0.343250575,0.813141363
12,0.956363636,0.986666667,0.793389851,0.174230402,0.29978692,0.80833737
12,0.956363636,0.986666667,0.766166019,0.16836627,0.302756582,0.801764864
12,0.956363636,0.986666667,0.779614792,0.174927481,0.284217672,0.795489904
12,0.956363636,0.986666667,0.720341196,0.160980539,0.304898713,0.79224846
12,0.956363636,0.986666667,0.686026762,0.153585235,0.339316294,0.786037749
12,0.956363636,0.986666667,0.715621586,0.103223991,0.274677928,0.787334531
12,0.956363636,0.986666667,0.727557682,0.154171097,0.326469626,0.801668835
12,0.956363636,0.986666667,0.675421561,0.145592474,0.329147613,0.803943375
12,0.956363636,0.986666667,0.976737492,0.22782845,0.36698882,0.780783303
12,0.956363636,0.986666667,0.836800806,0.187564576,0.311667926,0.796388798
12,0.956363636,0.986666667,0.760300534,0.111956771,0.30913667,0.807615544
12,0.956363636,0.986666667,0.838093525,0.196795456,0.354544423,0.809643091
12,0.956363636,0.986666667,0.789098332,0.128729662,0.415979326,0.81900589
12,0.956363636,0.986666667,0.70729879,0.163781897,0.304018985,0.821139132
12,0.956363636,0.986666667,0.883718333,0.186993225,0.321914345,0.823306206
12,0.956363636,0.986666667,0.802350181,0.180433024,0.344085362,0.803478363
12,0.956363636,0.986666667,0.848541005,0.181824525,0.35724943,0.798219424
12,0.956363636,0.986666667,0.876187246,0.184682052,0.337598926,0.81270283
12,0.956363636,0.986666667,0.686202122,0.146184164,0.324455348,0.791570783
12,0.956363636,0.986666667,0.790272639,0.174430611,0.304272336,0.807010828
12,0.956363636,0.986666667,0.884979108,0.190981747,0.27905398,0.827355734
12,0.956363636,0.986666667,0.821573558,0.182147277,0.225580911,0.831952189
12,0.956363636,0.986666667,0.706046774,0.156327233,0.250426383,0.823579371
12,0.956363636,0.986666667,0.732437888,0.154594989,0.274438123,0.824612956
12,0.956363636,0.986666667,0.775345638,0.170438061,0.284945556,0.831112972
12,0.956363636,0.986666667,0.991663927,0.224719764,0.232809686,0.810475924
12,0.956363636,0.986666667,0.863580568,0.189003126,0.260452633,0.822819732
12,0.956363636,0.986666667,0.976209951,0.229581793,0.280658092,0.798784167
12,0.956363636,0.986666667,0.998397674,0.198533803,0.29703036,0.823311529
12,0.956363636,0.986666667,0.919114261,0.203600542,0.309228825,0.794043782
12,0.956363636,0.986666667,0.977130523,0.207861461,0.297333268,0.843192401
12,0.956363636,0.986666667,0.826322689,0.180974719,0.317877544,0.836612204
12,0.956363636,0.986666667,0.812252632,0.180558458,0.286405277,0.837937276
12,0.956363636,0.12,0.016596348,0.008768844,0.048284747,0.232759162
12,0.956363636,0.12,0.015596372,0.00651073,0.021475721,0.341709574
12,0.956363636,0.12,0.015170657,0.011424369,0.017697852,0.339635778
12,0.956363636,0.12,0.030020529,0.010311112,0.019999007,0.336725978
12,0.956363636,0.12,0.016520377,0.012847637,0.014304758,0.287050447
12,0.956363636,0.12,0.016338804,0.006713135,0.015491848,0.299910544
12,0.956363636,0.12,0.029216548,0.014045945,0.020394829,0.337573902
12,0.956363636,0.12,0.029498222,0.009464235,0.017539238,0.344514613
12,0.956363636,0.12,0.014491028,0.009318592,0.015792394,0.338279523
12,0.956363636,0.12,0.029809323,0.010259434,0.016701506,0.32850987
12,0.956363636,0.12,0.018065714,0.003769086,0.018007507,0.337937077
12,0.956363636,0.12,0.027478643,0.012124509,0.018996266,0.336574598
12,0.956363636,0.12,0.024207522,0.012632626,0.020610672,0.334835558
12,0.956363636,0.12,0.025333295,0.012842816,0.019661403,0.341093343
12,0.956363636,0.12,0.023246086,0.01019031,0.017980967,0.335493398
12,0.956363636,0.12,0.028962026,0.007687745,0.018577048,0.331308283
12,0.956363636,0.12,0.017206247,0.010494607,0.015957276,0.325180553
12,0.956363636,0.12,0.030797726,0.010364099,0.016391796,0.329017447
12,0.956363636,0.12,0.028345537,0.001400548,0.017136518,0.33338039
12,0.956363636,0.12,0.028907841,0.016065458,0.016571518,0.332482212
12,0.956363636,0.12,0.019556988,0.0040793,0.016095652,0.33188592
12,0.956363636,0.12,0.030568263,0.014697603,0.016278085,0.344632334
12,0.956363636,0.12,0.016580692,0.009745526,0.017615207,0.28073276
12,0.956363636,0.12,0.035982596,0.014757763,0.018397298,0.346203146
12,0.956363636,0.12,0.023773186,0.00924579,0.020995119,0.292375034
12,0.956363636,0.12,0.023754797,0.010011787,0.021439047,0.344956243
12,0.956363636,0.12,0.027469598,0.004130845,0.016392894,0.354863568
12,0.956363636,0.12,0.033087175,0.015542891,0.015829022,0.342548683
12,0.956363636,0.12,0.023202729,0.01098475,0.017070335,0.323818111
12,0.956363636,0.12,0.028322445,0.008292895,0.024655019,0.339859274
12,0.956363636,0.12,0.044392226,0.015450548,0.02189856,0.343228328
12,0.956363636,0.12,0.033426882,0.011166066,0.025235789,0.314948028
12,0.956363636,0.12,0.033139888,0.008459229,0.017148959,0.341751912
12,0.956363636,0.12,0.023371954,0.015652238,0.020287488,0.340410546
12,0.956363636,0.12,0.023777222,0.009676117,0.019831532,0.318587551
12,0.956363636,0.12,0.024161357,0.011235367,0.017151711,0.342173988
12,0.956363636,0.12,0.024885988,0.005703049,0.016891734,0.341095563
12,0.956363636,0.12,0.025604919,0.009504886,0.018745069,0.33098928
12,0.956363636,0.12,0.02062745,0.0088714,0.018586741,0.341847976
12,0.956363636,0.12,0.011541522,0.004691077,0.017369565,0.336308433
12,0.956363636,0.12,0.027702292,0.008834155,0.017823196,0.333989209
12,0.956363636,0.12,0.029969348,0.014101629,0.019254349,0.333529763
12,0.956363636,0.12,0.022035544,0.001281429,0.018125297,0.337637611
12,0.956363636,0.12,0.022396739,0.014578768,0.015947078,0.337402032
12,0.956363636,0.12,0.021021553,0.009051181,0.019571667,0.334992375
12,0.956363636,0.12,0.037772001,0.009920821,0.019324588,0.339659558
12,0.956363636,0.12,0.011750987,-0.000667943,0.041601284,0.108974728
12,0.956363636,0.12,0.027269665,0.006458245,0.0176701,0.336954385
12,0.956363636,0.12,0.027601966,0.019242279,0.016695793,0.3452097
12,0.956363636,0.12,0.034420848,0.011935314,0.017473916,0.347563822
12,0.956363636,0.12,0.030858671,0.018456599,0.018945134,0.345864375
12,0.956363636,0.12,0.020280403,0.006150433,0.017606706,0.335566928
12,0.956363636,0.253333333,0.064208327,0.018471098,0.015742738,0.372272012
12,0.956363636,0.253333333,0.038941306,0.01045336,0.020920739,0.36311742
12,0.956363636,0.253333333,0.050007991,0.014391668,0.024260319,0.406189496
12,0.956363636,0.253333333,0.032869325,0.012735838,0.019184191,0.372984073
12,0.956363636,0.253333333,0.043901285,0.008470407,0.020997942,0.37168342
12,0.956363636,0.253333333,0.074151624,0.021208675,0.024022133,0.375219973
12,0.956363636,0.253333333,0.069882099,0.019501459,0.020834684,0.357138011
12,0.956363636,0.253333333,0.048599045,0.016596186,0.03218209,0.383805716
12,0.956363636,0.253333333,0.054764018,0.016487009,0.02300383,0.38405963
12,0.956363636,0.253333333,0.042597342,0.009864012,0.022825226,0.377488083
12,0.956363636,0.253333333,0.059447283,0.011589271,0.027257236,0.389459047
12,0.956363636,0.253333333,0.053759842,0.019539446,0.025917305,0.380516679
12,0.956363636,0.253333333,0.057015669,0.015435281,0.020825095,0.39552325
12,0.956363636,0.253333333,0.061126329,0.018438481,0.03018132,0.388427782
12,0.956363636,0.253333333,0.049359676,0.020469726,0.019077503,0.3885098
12,0.956363636,0.253333333,0.032292425,0.012643567,0.022952814,0.369510114
12,0.956363636,0.253333333,0.050236545,0.016463911,0.022963099,0.374125928
12,0.956363636,0.253333333,0.055484569,0.015830154,0.031726466,0.388925486
12,0.956363636,0.253333333,0.050478148,0.011870369,0.030268595,0.368201201
12,0.956363636,0.253333333,0.056378054,0.016656609,0.027005913,0.386237721
12,0.956363636,0.253333333,0.052158697,0.018430042,0.025784423,0.385405508
12,0.956363636,0.253333333,0.038514964,0.006641812,0.030440012,0.396386825
12,0.956363636,0.253333333,0.061309758,0.016412923,0.026943867,0.383455177
12,0.956363636,0.253333333,0.050349127,0.011867504,0.022719537,0.378731333
12,0.956363636,0.253333333,0.055614015,0.016580783,0.019689062,0.373490685
12,0.956363636,0.253333333,0.075836814,0.01501418,0.018583612,0.379128413
12,0.956363636,0.253333333,0.05638504,0.016577935,0.024628428,0.379125992
12,0.956363636,0.253333333,0.076973574,0.021786698,0.026606335,0.391217477
12,0.956363636,0.253333333,0.058761341,0.014647051,0.02555424,0.395058693
12,0.956363636,0.253333333,0.049173632,0.014674805,0.016998988,0.369152759
12,0.956363636,0.253333333,0.06640933,0.01995347,0.023046072,0.36248724
12,0.956363636,0.253333333,0.053954705,0.019147926,0.021164203,0.363830743
12,0.956363636,0.253333333,0.038327992,0.016438989,0.023811996,0.372202934
12,0.956363636,0.253333333,0.047940518,0.008836745,0.029035676,0.383880626
12,0.956363636,0.253333333,0.04743514,0.012587128,0.030505464,0.372585846
12,0.956363636,0.253333333,0.048460414,0.017405613,0.023214434,0.390237376
12,0.956363636,0.253333333,0.064110516,0.023736182,0.024880719,0.378463058
12,0.956363636,0.253333333,0.050486777,0.014726031,0.023919546,0.370022322
12,0.956363636,0.253333333,0.07140559,0.016408406,0.022100972,0.390753979
12,0.956363636,0.253333333,0.060882423,0.019573418,0.023761135,0.389290138
12,0.956363636,0.253333333,0.061336803,0.018962647,0.020929359,0.384586943
12,0.956363636,0.253333333,0.065674927,0.016116789,0.026452127,0.369872877
12,0.956363636,0.253333333,0.039938882,0.018879353,0.027211986,0.376614112
12,0.956363636,0.253333333,0.051265475,0.016018881,0.020328441,0.381778137
12,0.956363636,0.253333333,0.041955347,0.018335356,0.023031799,0.381097182
12,0.956363636,0.253333333,0.058569443,0.017404841,0.025378517,0.377750771
12,0.956363636,0.253333333,0.020708259,0.013871555,0.024298504,0.377357288
12,0.956363636,0.253333333,0.034430912,0.014538371,0.031119258,0.385499408
12,0.956363636,0.253333333,0.038441481,0.011493188,0.024354063,0.393272725
12,0.956363636,0.253333333,0.042158345,0.018594449,0.023044283,0.383396442
12,0.956363636,0.253333333,0.051021668,0.01538662,0.035095028,0.36932844
12,0.956363636,0.253333333,0.042641218,0.012232504,0.021540659,0.37138242
12,0.956363636,0.253333333,0.041475661,0.013366203,0.025143198,0.372544411
12,0.956363636,0.253333333,0.062412758,0.0134753,0.02183436,0.377147102
12,0.956363636,0.253333333,0.041357285,0.015431025,0.0239083,0.400471791
12,0.956363636,0.253333333,0.05241206,0.014534098,0.028188976,0.385895651
12,0.956363636,0.253333333,0.075220937,0.021411957,0.026567201,0.386226726
12,0.956363636,0.253333333,0.082360843,0.023598137,0.028306454,0.389953726
12,0.956363636,0.253333333,0.073722441,0.016902606,0.023471574,0.360214539
12,0.956363636,0.253333333,0.058143321,0.024539566,0.02274391,0.382019152
12,0.956363636,0.253333333,0.056393679,0.015329943,0.030747279,0.362411121
12,0.956363636,0.253333333,0.041281513,0.008907572,0.026238303,0.388973117
12,0.956363636,0.253333333,0.047299869,0.012584804,0.026242908,0.365441194
12,0.956363636,0.253333333,0.048856636,0.011180579,0.021022821,0.388800104
12,0.956363636,0.253333333,0.048313542,0.01681384,0.020935012,0.372297664
12,0.956363636,0.253333333,0.072637397,0.0193653,0.02495514,0.365354765
12,0.956363636,0.253333333,0.040252157,0.009669775,0.016057107,0.381227993
12,0.956363636,0.253333333,0.067999956,0.01465036,0.033572812,0.393598405
12,0.956363636,0.253333333,0.053797503,0.016508157,0.020455254,0.390591813
12,0.956363636,0.253333333,0.072242115,0.017415277,0.021041557,0.39936065
12,0.956363636,0.253333333,0.074191794,0.017410474,0.028650652,0.382436209
12,0.956363636,0.253333333,0.0616567,0.010375442,0.028531012,0.39913671
12,0.956363636,0.253333333,0.060444178,0.014852953,0.033371866,0.407183363
12,0.956363636,0.253333333,0.039279145,0.016378081,0.024117407,0.381022745
12,0.956363636,0.253333333,0.084345797,0.024211375,0.028415522,0.378643318
12,0.956363636,0.253333333,0.047425348,0.010527152,0.027649797,0.398257692
12,0.956363636,0.253333333,0.048047246,0.014680147,0.026394166,0.393069336
12,0.956363636,0.253333333,0.050476128,0.016898264,0.022611139,0.38175993
12,0.956363636,0.253333333,0.066105121,0.020439743,0.02878241,0.371494101
12,0.956363636,0.253333333,0.057062706,0.016224274,0.028815976,0.384461273
12,0.956363636,0.253333333,0.037470966,0.01435105,0.025957456,0.380729849
12,0.956363636,0.253333333,0.047235567,0.018595031,0.027650935,0.387647701
12,0.956363636,0.253333333,0.028623112,0.008649588,0.032317786,0.387800798
12,0.956363636,0.253333333,0.053144663,0.015578377,0.025979351,0.372780791
12,0.956363636,0.253333333,0.038321039,0.018719259,0.030851652,0.399343478
12,0.956363636,0.253333333,0.04094723,0.01455229,0.028837889,0.396057394
12,0.956363636,0.253333333,0.0305288,0.015732568,0.021841367,0.376338457
12,0.956363636,0.253333333,0.047020843,0.015462777,0.026121562,0.397880723
12,0.956363636,0.253333333,0.040476501,0.015449862,0.031379995,0.392790924
12,0.956363636,0.253333333,0.063637587,0.02193838,0.032294723,0.387750942
12,0.956363636,0.253333333,0.043707842,0.011478426,0.02652162,0.385262067
12,0.956363636,0.253333333,0.045115652,0.011878513,0.031959682,0.383594198
12,0.956363636,0.253333333,0.050565335,0.012882686,0.022579392,0.389569979
12,0.956363636,0.253333333,0.048808356,0.014655502,0.029648846,0.390702034
12,0.956363636,0.253333333,0.049834687,0.013689686,0.029881344,0.401855384
12,0.956363636,0.253333333,0.048715475,0.014223152,0.03434061,0.392855408
12,0.956363636,0.253333333,0.055044154,0.020675011,0.026555475,0.377207894
12,0.956363636,0.253333333,0.028987855,0.00816561,0.021774653,0.378468799
12,0.956363636,0.253333333,0.048079795,0.01698705,0.029852814,0.393306996
12,0.956363636,0.253333333,0.04909419,0.01549537,0.029572795,0.381642201
12,0.956363636,0.253333333,0.034187136,0.013187188,0.020823021,0.37567401
12,0.956363636,0.253333333,0.054388802,0.016111014,0.02857591,0.377112797
12,0.956363636,0.253333333,0.052333703,0.016520661,0.023968152,0.365944276
12,0.956363636,0.253333333,0.052192572,0.019076454,0.023052533,0.374520048
12,0.956363636,0.253333333,0.04853651,0.012626123,0.027892988,0.381327876
12,0.956363636,0.253333333,0.053102944,0.017501585,0.036942866,0.36988418
12,0.956363636,0.253333333,0.046434025,0.012860325,0.032088123,0.376091971
12,0.956363636,0.253333333,0.034185359,0.014722566,0.028291056,0.399165048
12,0.956363636,0.253333333,0.041786043,0.013824498,0.028832098,0.38249968
12,0.956363636,0.253333333,0.043137236,0.00869375,0.029322044,0.389814719
12,0.956363636,0.253333333,0.038701217,0.014324828,0.027923646,0.389338371
12,0.956363636,0.253333333,0.074656748,0.018270712,0.030581597,0.39328169
12,0.956363636,0.253333333,0.06829366,0.020226145,0.029900214,0.396095193
12,0.956363636,0.253333333,0.032435225,0.014594292,0.022461116,0.400838469
12,0.956363636,0.253333333,0.057881292,0.018451893,0.028256022,0.395307926
12,0.956363636,0.253333333,0.02712152,0.011525697,0.034152847,0.370437241
12,0.956363636,0.253333333,0.052141371,0.019021645,0.029379565,0.379621443
12,0.956363636,0.253333333,0.062433381,0.024933967,0.029212631,0.401494423
12,0.956363636,0.253333333,0.057603952,0.019519505,0.028263642,0.384391172
12,0.956363636,0.253333333,0.047210699,0.009985785,0.028073828,0.376819692
12,0.956363636,0.253333333,0.026502082,0.01176518,0.023317704,0.366344962
12,0.956363636,0.253333333,0.072045504,0.019841588,0.02833413,0.37114161
12,0.956363636,0.253333333,0.054322993,0.013927396,0.028126687,0.386572056
12,0.956363636,0.386666667,0.227654286,0.052758258,0.072222266,0.437530955
12,0.956363636,0.386666667,0.150756072,0.039428633,0.052015305,0.47197387
12,0.956363636,0.386666667,0.097237634,0.020321297,0.030968674,0.438119916
12,0.956363636,0.386666667,0.094884116,0.019701093,0.047951858,0.43710302
12,0.956363636,0.386666667,0.113785982,0.032019681,0.04409369,0.43410793
12,0.956363636,0.386666667,0.095314657,0.028537946,0.049130202,0.44431675
12,0.956363636,0.386666667,0.156921622,0.035935101,0.035203281,0.479613902
12,0.956363636,0.386666667,0.066976337,0.019673718,0.029304076,0.439511647
12,0.956363636,0.386666667,0.183274488,0.04771959,0.04242741,0.453077014
12,0.956363636,0.386666667,0.151923445,0.036300406,0.038308209,0.426209825
12,0.956363636,0.386666667,0.114287045,0.025365288,0.036559173,0.464146867
12,0.956363636,0.386666667,0.089274406,0.019383689,0.025017137,0.459692464
12,0.956363636,0.386666667,0.159133671,0.036296127,0.078737735,0.447485261
12,0.956363636,0.386666667,0.106545606,0.037429996,0.037660019,0.448747914
12,0.956363636,0.386666667,0.186465935,0.044880061,0.052101477,0.444790971
12,0.956363636,0.386666667,0.188415174,0.040722731,0.024706567,0.427395988
12,0.956363636,0.386666667,0.177854391,0.039400194,0.034503236,0.435594496
12,0.956363636,0.386666667,0.14576894,0.034198611,0.038670691,0.431466188
12,0.956363636,0.386666667,0.165243585,0.034916973,0.049427482,0.465362189
12,0.956363636,0.386666667,0.176815572,0.042270545,0.036297409,0.443101796
12,0.956363636,0.386666667,0.178728176,0.044918403,0.051321464,0.440380351
12,0.956363636,0.386666667,0.19771453,0.04193339,0.044309644,0.428431447
12,0.956363636,0.386666667,0.198505393,0.042858481,0.051809404,0.418351469
12,0.956363636,0.386666667,0.178285472,0.042736849,0.044750511,0.427570351
12,0.956363636,0.386666667,0.176704688,0.038981619,0.061355793,0.430667167
12,0.956363636,0.386666667,0.164576483,0.040656574,0.072632214,0.449489947
12,0.956363636,0.386666667,0.153208344,0.038548719,0.051839596,0.474340548
12,0.956363636,0.386666667,0.180879835,0.044960506,0.048620486,0.430301845
12,0.956363636,0.386666667,0.209239469,0.048896541,0.079516839,0.458884728
12,0.956363636,0.386666667,0.24609524,0.056768383,0.062542725,0.429961428
12,0.956363636,0.386666667,0.10921239,0.025999494,0.03472528,0.440947964
12,0.956363636,0.386666667,0.143318793,0.036851318,0.035315191,0.425963198
12,0.956363636,0.386666667,0.12029335,0.028089424,0.040870504,0.447811139
12,0.956363636,0.386666667,0.160331502,0.040666784,0.042101314,0.441106086
12,0.956363636,0.386666667,0.163671051,0.03774257,0.024819096,0.442621243
12,0.956363636,0.386666667,0.170038827,0.043724603,0.045419783,0.452642454
12,0.956363636,0.386666667,0.120561736,0.028039274,0.034080284,0.448728967
12,0.956363636,0.386666667,0.055285752,0.016917748,0.023487472,0.444307853
12,0.956363636,0.386666667,0.113207011,0.031304535,0.026596993,0.427331648
12,0.956363636,0.386666667,0.165583548,0.042194458,0.061663931,0.450881734
12,0.956363636,0.386666667,0.121807895,0.02649852,0.042695702,0.451017874
12,0.956363636,0.386666667,0.192192772,0.047242024,0.028952151,0.444846595
12,0.956363636,0.386666667,0.140366106,0.034644531,0.038926087,0.426667184
12,0.956363636,0.386666667,0.159691784,0.038944473,0.034600195,0.425450785
12,0.956363636,0.386666667,0.212149198,0.048506993,0.042645844,0.432675004
12,0.956363636,0.386666667,0.146359647,0.036140938,0.03646843,0.437652709
12,0.956363636,0.386666667,0.173652817,0.038733448,0.032006799,0.44118007
12,0.956363636,0.386666667,0.190344343,0.03286383,0.036570367,0.455296605
12,0.956363636,0.386666667,0.155187535,0.037493161,0.03946315,0.44586592
12,0.956363636,0.386666667,0.21117323,0.045501834,0.031952931,0.444676025
12,0.956363636,0.386666667,0.167459427,0.026045013,0.030662664,0.429261996
